episode,env_steps,score,ma20,epsilon,mean_loss,grad_steps,wall_clock_s,w0,w1,w2,lam_mean
134,5959,209,186.4,0.05,0.00038440166994965135,1290,118.8,0.0,0.0,0.0,0.0
135,6012,210,188.5,0.05,0.004305340739327741,1304,120.2,0.0,0.0,0.0,0.0
136,6054,167,186.75,0.05,0.0019996775539766532,1314,121.0,0.0,0.0,0.0,0.0
137,6096,167,186.85,0.05,0.0019388861866735335,1325,121.9,0.0,0.0,0.0,0.0
138,6150,212,189.2,0.05,0.0033268745366792874,1338,123.0,0.0,0.0,0.0,0.0
139,6192,167,189.3,0.05,0.0021393105006692085,1349,124.0,0.0,0.0,0.0,0.0
140,6235,168,189.35,0.05,0.0038385942923923723,1359,124.9,0.0,0.0,0.0,0.0
141,6277,167,187.4,0.05,0.0012573069470818155,1370,125.8,0.0,0.0,0.0,0.0
142,6331,213,189.7,0.05,0.0019973731891346127,1383,127.1,0.0,0.0,0.0,0.0
143,6384,210,189.7,0.05,0.0004066636541080827,1397,128.5,0.0,0.0,0.0,0.0
144,6456,287,190.95,0.05,0.0006195023332919744,1415,130.8,0.0,0.0,0.0,0.0
145,6509,209,191.05,0.05,0.003945066550491342,1428,132.4,0.0,0.0,0.0,0.0
146,6563,212,193.1,0.05,0.0010363250203226926,1441,133.7,0.0,0.0,0.0,0.0
147,6617,214,191.6,0.05,0.00248756595595166,1455,135.3,0.0,0.0,0.0,0.0
148,6661,172,191.65,0.05,0.003281139967095276,1466,136.4,0.0,0.0,0.0,0.0
149,6786,498,208.2,0.05,0.00249823342276232,1497,139.8,0.0,0.0,0.0,0.0
150,6839,209,210.3,0.05,0.008875273444713318,1510,141.3,0.0,0.0,0.0,0.0
151,6912,288,216.15,0.05,0.004100734479786632,1529,143.3,0.0,0.0,0.0,0.0
152,6954,167,216.0,0.05,0.004864805471152067,1539,144.5,0.0,0.0,0.0,0.0
153,6996,167,215.65,0.05,0.0051801641066876155,1550,145.6,0.0,0.0,0.0,0.0
154,7039,169,213.65,0.05,0.002516804353217594,1560,146.7,0.0,0.0,0.0,0.0
155,7081,167,211.5,0.05,0.002600912021906962,1571,147.7,0.0,0.0,0.0,0.0
156,7123,167,211.5,0.05,0.00015365078652394005,1581,148.8,0.0,0.0,0.0,0.0
157,7165,167,211.5,0.05,0.0016253550407286225,1592,150.0,0.0,0.0,0.0,0.0
158,7207,165,209.15,0.05,0.0053924950181681195,1602,150.9,0.0,0.0,0.0,0.0
159,7249,167,209.15,0.05,0.008811754090526269,1613,151.9,0.0,0.0,0.0,0.0
160,7301,207,211.1,0.05,0.0025093748531966973,1626,153.2,0.0,0.0,0.0,0.0
161,7343,167,211.1,0.05,0.005619485702482052,1636,154.2,0.0,0.0,0.0,0.0
162,7406,249,212.9,0.05,0.0011486987164062157,1652,155.6,0.0,0.0,0.0,0.0
163,7460,214,213.1,0.05,0.004812170952001387,1666,156.9,0.0,0.0,0.0,0.0
164,7512,205,209.0,0.05,0.005339148322281499,1679,158.1,0.0,0.0,0.0,0.0
165,7555,171,207.1,0.05,0.0051054342820862075,1689,159.2,0.0,0.0,0.0,0.0
166,7597,167,204.85,0.05,0.003280803379311692,1700,160.1,0.0,0.0,0.0,0.0
167,7639,167,202.5,0.05,0.0042974876196240075,1710,161.1,0.0,0.0,0.0,0.0
168,7692,211,204.45,0.05,0.004593987872275258,1724,162.2,0.0,0.0,0.0,0.0
169,7734,167,187.9,0.05,0.006855128971801605,1734,163.4,0.0,0.0,0.0,0.0
170,7776,165,185.7,0.05,0.002884291082657662,1745,164.5,0.0,0.0,0.0,0.0
171,7818,167,179.65,0.05,0.010653943757642993,1755,165.7,0.0,0.0,0.0,0.0
172,7860,167,179.65,0.05,0.0011369418101491067,1766,166.7,0.0,0.0,0.0,0.0
173,7902,167,179.65,0.05,0.006561073221746483,1776,167.7,0.0,0.0,0.0,0.0
174,7944,165,179.45,0.05,0.0023115608233969065,1787,168.8,0.0,0.0,0.0,0.0
175,7986,167,179.45,0.05,0.008739292008976917,1797,169.7,0.0,0.0,0.0,0.0
176,8028,165,179.35,0.05,0.002799362237221265,1808,170.6,0.0,0.0,0.0,0.0
177,8070,165,179.25,0.05,0.0048880864109378305,1818,171.4,0.0,0.0,0.0,0.0
178,8112,165,179.25,0.05,0.0022985114641910927,1829,172.3,0.0,0.0,0.0,0.0
179,8154,167,179.25,0.05,0.001617127915233141,1839,173.1,0.0,0.0,0.0,0.0
180,8196,167,177.25,0.05,0.00554909643423426,1850,174.0,0.0,0.0,0.0,0.0
181,8238,167,177.25,0.05,0.0021826135001902004,1860,174.8,0.0,0.0,0.0,0.0
182,8280,167,173.15,0.05,0.0024343014080262615,1871,175.7,0.0,0.0,0.0,0.0
183,8353,290,176.95,0.05,0.0034323027581801093,1889,177.0,0.0,0.0,0.0,0.0
